id,text,label,split,difficulty,ood_flag,speaker_type,style_type,label_reason,ood_subtype,source_file
row_0240,I’m reaching out for my mother because she needs the office to send approval to another clinic before they will see her.,Referral Request,train,easy,0,caregiver,medium_realistic,,,referral_request_60_mixed.csv
row_0241,"Hi, I need a copy of my visit summary from my last appointment.",Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0242,I need the paperwork from my last visit sent to me again.,Medical Records and Forms,train,hard,0,patient,medium_realistic,"The request is for visit documents, so Medical Records and Forms is the best routing label.",,medical_records_and_forms_60_mixed.csv
row_0243,I need the doctor’s letter for school that was mentioned during my visit.,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0244,"Hi, I’m trying to get the documents my employer asked for, and I think they need to come from your office rather than the portal. Can you tell me how to get that started?",Medical Records and Forms,train,hard,0,patient,medium_realistic,"Even with mild portal overlap, the core need is obtaining office-issued documents, which fits Medical Records and Forms.",,medical_records_and_forms_60_mixed.csv
row_0245,"Good morning, I need the paperwork completed by my doctor during my last visit, along with a copy of the associated chart note.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0246,Please send my medical summary to me.,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0247,"Good morning, I’m contacting you on behalf of my father. We need a copy of his discharge paperwork and recent clinic notes for an administrative matter.",Medical Records and Forms,train,easy,0,caregiver,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0248,Can you send me the vaccination document from my file?,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0249,"I was told my forms would be ready by now, but I still haven’t received them.",Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0250,Please send me my immunization history.,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0251,Can you send me my recent clinic note?,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0252,"I was told my records transfer had been started, but I haven’t gotten any update.",Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0253,"I still haven’t received the paperwork for my employer, and I’m running out of time.",Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0254,Could someone provide my latest urine test report?,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0255,"I was told the completed paperwork would be sent yesterday, but nothing has come through.",Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0256,I still haven’t gotten the copy of my lab report that I asked for last week.,Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0257,Please send me my recent blood test report.,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0258,Can you send me a copy of my recent lab results?,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0259,I’m trying to help my husband get the paperwork he needs for work leave.,Medical Records and Forms,train,easy,0,caregiver,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0260,Can I get a copy of my imaging report from the scan I had done?,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0261,I need a copy of the note my doctor completed for my employer.,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0262,"Hello, I’m writing on behalf of my mother because we need the leave paperwork her doctor agreed to complete, along with any visit note that supports it.",Medical Records and Forms,train,easy,0,caregiver,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0263,"My test report still hasn’t been sent, and I was told it would already be available.",Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0264,I need help getting my medical records transferred to another clinic.,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0265,"Good morning, I need copies of my visit notes from the last year, along with any lab and imaging reports attached to those visits.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0266,Can you provide the note from my last office visit?,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0267,I need my records forwarded to a new provider.,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0268,I’ve been checking for my paperwork and still can’t find it anywhere.,Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0269,"Hello, I would like a copy of the imaging results from my recent scan and the doctor’s note that goes with them.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0270,"Good afternoon, I’m contacting you on behalf of my mother. We are trying to gather the paperwork connected to her recent care, including anything already completed by the doctor that can be shared with us.",Medical Records and Forms,train,hard,0,caregiver,email_style_long,"Although the delivery method is unclear, the main intent is obtaining paperwork from the office, so Medical Records and Forms is the best fit.",,medical_records_and_forms_60_mixed.csv
row_0271,I’ve followed up twice about my paperwork and still have nothing to show for it.,Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0272,"Hello, I’m writing because I need copies of the notes and completed paperwork connected to my recent visits. I’m not completely sure which items were finalized, but I was told your office would be the one to provide them.",Medical Records and Forms,train,hard,0,patient,email_style_long,"The message is primarily about getting notes and completed paperwork, making Medical Records and Forms the clearest label.",,medical_records_and_forms_60_mixed.csv
row_0273,I’m still waiting on the work note that was supposed to be completed for me.,Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0274,"Good afternoon, I’m writing on behalf of my father because we need the summary from his recent hospital stay and the related discharge papers.",Medical Records and Forms,train,easy,0,caregiver,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0275,"This keeps getting delayed, and I still don’t have the note I was told would be available after my visit.",Medical Records and Forms,train,hard,0,patient,slightly_frustrated,"The unresolved issue is access to visit documentation, so Medical Records and Forms is the clearest label.",,medical_records_and_forms_60_mixed.csv
row_0276,Please send me the doctor’s note from my last visit.,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0277,Could someone send me the leave paperwork my doctor filled out?,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0278,"I already asked about this earlier and still have not received the forms I need. I keep being told to wait, but I’m running out of time and really need someone to send them.",Medical Records and Forms,train,hard,0,patient,slightly_frustrated,"The unresolved issue is the delivery of requested forms, which is best handled under Medical Records and Forms.",,medical_records_and_forms_60_mixed.csv
row_0279,"Hello, I’m reaching out on behalf of my mother because we need her recent consultation note and any signed documents from that visit.",Medical Records and Forms,train,easy,0,caregiver,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0280,I’ve been waiting for my test results paperwork and still don’t have it.,Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0281,"Hi, I need the completed school health form sent back to me.",Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0282,"Good afternoon, I would appreciate receiving copies of my test reports, visit documentation, and any signed forms completed during my last two appointments.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0283,I requested my paperwork last week and still haven’t received anything. Can someone please check on this?,Medical Records and Forms,train,easy,0,patient,slightly_frustrated,,,medical_records_and_forms_60_mixed.csv
row_0284,I’m reaching out for my father because we need the summary from his recent hospital visit and any related documents your office can release for his file.,Medical Records and Forms,train,hard,0,caregiver,medium_realistic,"The request focuses on obtaining visit summaries and related documents, which belongs to Medical Records and Forms.",,medical_records_and_forms_60_mixed.csv
row_0285,Please upload my x-ray report to my file.,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0286,I’m trying to gather the paperwork connected to my recent care and need whatever your office is able to release directly to me.,Medical Records and Forms,train,hard,0,patient,medium_realistic,"The request is broadly for care-related documentation release, which is best routed to Medical Records and Forms.",,medical_records_and_forms_60_mixed.csv
row_0287,Could your office please send me my recent lab report?,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0288,"Good morning, I’m reaching out on behalf of my mother. She needs the documents from her recent visits, including the signed pages and any reports that were finalized, for an administrative purpose outside your office.",Medical Records and Forms,train,hard,0,caregiver,email_style_long,"The main intent is obtaining visit documents and finalized reports, so Medical Records and Forms remains the best label.",,medical_records_and_forms_60_mixed.csv
row_0289,"Hello, I’m contacting you because I need copies of my recent visit documentation, including any signed pages and follow-up notes.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0290,"I was told the office had what I needed ready, but I still don’t have the copy I’m supposed to submit elsewhere. Can someone please look into this?",Medical Records and Forms,train,hard,0,patient,slightly_frustrated,"Despite indirect wording, the message is about obtaining a document copy from the office, which fits Medical Records and Forms.",,medical_records_and_forms_60_mixed.csv
row_0291,"Hello, I would like a copy of the bloodwork results from my last visit. Please let me know whether they can be emailed or uploaded.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0292,I need help getting a copy of the form completed for my disability leave.,Medical Records and Forms,train,easy,0,patient,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0293,Please send me the signed form from my last appointment.,Medical Records and Forms,train,easy,0,patient,short_direct,,,medical_records_and_forms_60_mixed.csv
row_0294,"Good afternoon, I’m writing because I need the forms completed during my last visit, along with any supporting notes, for a non-urgent administrative matter.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0295,I need help getting the document from my last visit that shows what was completed and signed.,Medical Records and Forms,train,hard,0,patient,medium_realistic,"The core need is a signed visit-related document, making Medical Records and Forms the best routing label.",,medical_records_and_forms_60_mixed.csv
row_0296,I’m reaching out for my husband because he needs his recent clinic note and lab report for a separate process.,Medical Records and Forms,train,easy,0,caregiver,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0297,"Hello, I’m writing because I need copies of my recent test results and visit notes for my personal files. Please let me know how I can receive them.",Medical Records and Forms,train,easy,0,patient,email_style_long,,,medical_records_and_forms_60_mixed.csv
row_0298,I’m contacting you for my daughter because we need the school paperwork that the doctor signed.,Medical Records and Forms,train,easy,0,caregiver,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0299,I’m reaching out for my mother because we need her immunization record.,Medical Records and Forms,train,easy,0,caregiver,medium_realistic,,,medical_records_and_forms_60_mixed.csv
row_0300,"Hello, I’m writing for my husband because we need the paperwork tied to his recent testing, along with anything the doctor finalized during that visit, but we are not sure what the correct request process is.",Medical Records and Forms,train,hard,0,caregiver,email_style_long,"The message centers on obtaining test-related paperwork and completed documents, which belongs under Medical Records and Forms.",,medical_records_and_forms_60_mixed.csv
row_0301,"I keep getting locked out every time I try to sign in, and the reset link is not working. Can someone please fix this?",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0302,I need help changing the contact information on my online account because the code is going to the wrong place.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0303,"I was told everything was set up already, but I still can’t open the account from home and nobody has gotten back to me. I need this fixed because I can’t see anything in there.",Portal and Account Access,train,hard,0,patient,slightly_frustrated,"The unresolved problem is account setup or access failure, so Portal and Account Access is the clearest routing label.",,portal_and_account_access_60_mixed.csv
row_0304,I’ve tried several times to get in and I’m still blocked from seeing my information online.,Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0305,"I’m trying to view my visit summary online, but I can’t get past the sign-in page.",Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0306,Please help me reset my online access.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0307,"Good morning, I’m contacting you for my father because he needs assistance opening the site where your office posts visit summaries and secure messages.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0308,Could someone help me get back into the website? I haven’t been able to open it since changing my phone.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0309,"I was able to sign in before, but now it keeps saying my credentials are incorrect no matter what I do.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0310,Can you help me update the email tied to my online account? I think that’s why I’m not receiving the code.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0311,"I keep trying to use the code you sent, but it either expires or says my information doesn’t match. This is getting really frustrating and I still can’t get in.",Portal and Account Access,train,hard,0,patient,slightly_frustrated,"The request centers on failed login verification and account entry, which is best routed to Portal and Account Access.",,portal_and_account_access_60_mixed.csv
row_0312,"Hello, I’m my husband’s caregiver, and I wanted to ask whether I can get proxy access so I can help manage his messages and visit information online.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0313,Can you resend the portal invitation?,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0314,I need assistance because the phone number connected to my profile is outdated and I can’t complete verification.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0315,Please send me a new activation link for my account.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0316,"Good morning, I’m writing on behalf of my mother. We can see that something should be available online for her, but we can’t actually open the account to view it and may need help reactivating it.",Portal and Account Access,train,hard,0,caregiver,email_style_long,"The message centers on reactivating or restoring online account access, which belongs under Portal and Account Access.",,portal_and_account_access_60_mixed.csv
row_0317,Can you help me update my sign-in email?,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0318,"Hello, I’m reaching out for my husband because the website where he normally checks secure messages and visit information no longer lets him in, and we’re not sure how to restore access.",Portal and Account Access,train,hard,0,caregiver,email_style_long,"The request is to restore access to the online system used for healthcare information, which fits Portal and Account Access best.",,portal_and_account_access_60_mixed.csv
row_0319,"I was supposed to be able to view my notes online, but I still can’t get into the system.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0320,"Good morning, I’m writing for my mother because she cannot open the online messages from your office. We think the account may need to be reset.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0321,"I keep getting bounced between instructions, but none of them are actually getting me into the system. This is getting really frustrating because I need to see what was posted there.",Portal and Account Access,train,hard,0,patient,slightly_frustrated,"Despite vague wording, the main problem is inability to access the online patient system.",,portal_and_account_access_60_mixed.csv
row_0322,"I need help unlocking my account, please.",Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0323,"I keep trying to log in to see my lab results, but the site says my account is disabled.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0324,"Good afternoon, I’m writing because my activation link no longer works and I still haven’t been able to complete the registration for online access. Please send a new one if possible.",Portal and Account Access,train,easy,0,patient,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0325,"I’m writing on behalf of my father because he was told he could view his paperwork online, but he cannot get past the sign-in process and we are not sure what needs to be reset.",Portal and Account Access,train,hard,0,caregiver,email_style_long,"Even with mention of paperwork, the core request is help with signing in to the online account, so Portal and Account Access fits best.",,portal_and_account_access_60_mixed.csv
row_0326,"The system keeps saying my account is locked, and I need someone to help me today.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0327,"I was told I would receive setup instructions, but nothing has come through and I still can’t access the site.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0328,I need help changing the phone number attached to my online account so I can receive the security code.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0329,Please reset my online account access.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0330,"I’ve already followed the website instructions, but I still can’t get into my account. This has been really frustrating.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0331,"Hi, I’m not able to get into the site where I usually check my appointments and messages, and none of the steps I tried have worked so far.",Portal and Account Access,train,hard,0,patient,medium_realistic,"The main issue is inability to access the online patient account, which makes Portal and Account Access the best label.",,portal_and_account_access_60_mixed.csv
row_0332,"This has been going on for days, and I still can’t access the online system your office uses. I just need someone to sort out whatever is blocking me.",Portal and Account Access,train,hard,0,patient,slightly_frustrated,"The core issue is unresolved online access, making Portal and Account Access the clearest routing label.",,portal_and_account_access_60_mixed.csv
row_0333,"Hello, I recently changed my email address and now I’m not receiving the messages needed to get into the online system. Could someone help me update whatever is preventing access?",Portal and Account Access,train,hard,0,patient,medium_realistic,"Although account details are involved, the purpose is restoring access to the online system, making Portal and Account Access the best label.",,portal_and_account_access_60_mixed.csv
row_0334,"The verification code keeps expiring before I can use it, and I’m getting really frustrated with this.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0335,"Hello, I need help setting up my account for the first time. I received the invitation, but I’m not sure how to complete the activation.",Portal and Account Access,train,easy,0,patient,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0336,"I need help because the contact information tied to my online access seems wrong now, and I can’t get through the verification step anymore.",Portal and Account Access,train,hard,0,patient,medium_realistic,"The request is about correcting online account verification access, so Portal and Account Access is the best fit.",,portal_and_account_access_60_mixed.csv
row_0337,"I’m trying to get into the place where your office posts updates for me, but it keeps blocking me and I’m not sure whether it’s my password or something else.",Portal and Account Access,train,hard,0,patient,medium_realistic,"The issue is still online account access, even though the message uses indirect wording.",,portal_and_account_access_60_mixed.csv
row_0338,Please help me access my online messages again.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0339,Could someone tell me why I’m not receiving the account verification text?,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0340,"Hello, I’m writing because I can sign in, but I can’t actually see the test reports that should be available in my online account. Please let me know how to fix this.",Portal and Account Access,train,easy,0,patient,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0341,"Hello, I need help getting caregiver access so I can assist my mother with checking her online updates and summaries.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0342,"Good afternoon, I help manage my mother’s appointments, and we were hoping I could be added so I can view her information through the same online system. Please let me know what needs to be completed for that setup.",Portal and Account Access,train,hard,0,caregiver,email_style_long,"The message is about establishing caregiver access to the patient’s online account, which belongs under Portal and Account Access.",,portal_and_account_access_60_mixed.csv
row_0343,"Hi, I can’t sign in to my patient portal and need help getting back in.",Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0344,"Good afternoon, I’m reaching out on behalf of my father. He recently tried to use the patient portal for the first time, but his sign-in is not working and he is unsure how to finish the setup.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0345,Could someone help me reset my password? I’ve tried a few times and still can’t get into my online account.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0346,"Hello, I’d like help setting up proxy access so I can assist my husband with reviewing his documents online.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0347,"Good afternoon, I’m trying to gain access to my online chart, but the activation process does not seem to be working. I would appreciate assistance with getting it set up.",Portal and Account Access,train,easy,0,patient,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0348,"Hello, I’m writing because I’ve been unable to access my online patient account for the past two days. I would appreciate help restoring access so I can review my messages and documents.",Portal and Account Access,train,easy,0,patient,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0349,"I keep getting an error every time I try to activate my account, and I still can’t view anything.",Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0350,I need help with the online system because I’m not receiving the password reset email.,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0351,Please unlock my patient portal account.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0352,Please send me another verification code.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0353,Can you resend my account setup email?,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0354,Could someone check why I’m not able to open my documents online after signing in?,Portal and Account Access,train,easy,0,patient,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0355,Please help me get access to my online chart.,Portal and Account Access,train,easy,0,patient,short_direct,,,portal_and_account_access_60_mixed.csv
row_0356,I’m reaching out for my husband because he cannot access the site where your office posts messages and paperwork.,Portal and Account Access,train,easy,0,caregiver,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0357,I’m frustrated because I followed all the account setup steps and it still will not let me in.,Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0358,I’ve tried resetting this multiple times and still can’t view anything online.,Portal and Account Access,train,easy,0,patient,slightly_frustrated,,,portal_and_account_access_60_mixed.csv
row_0359,I’m contacting you for my mother because she needs help getting into her online account to check her visit details.,Portal and Account Access,train,easy,0,caregiver,medium_realistic,,,portal_and_account_access_60_mixed.csv
row_0360,"Hello, I’m contacting you on behalf of my father because he needs help getting into the portal to review his recent visit summary.",Portal and Account Access,train,easy,0,caregiver,email_style_long,,,portal_and_account_access_60_mixed.csv
row_0361,I’ve called more than once and still don’t know when I’m supposed to come in. This is getting frustrating because I just need something confirmed.,Appointment Scheduling,val,hard,0,patient,slightly_frustrated,"The message focuses on securing a visit time, making Appointment Scheduling the clearest routing label.",,appointment_scheduling_30_mixed.csv
row_0362,Could someone help me set up a return visit with the provider later this month?,Appointment Scheduling,val,easy,0,patient,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0363,I’ve tried a couple times to get booked and still haven’t heard anything back.,Appointment Scheduling,val,easy,0,patient,slightly_frustrated,,,appointment_scheduling_30_mixed.csv
row_0364,Can you help me find an opening for my mother next Thursday?,Appointment Scheduling,val,easy,0,caregiver,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0365,"Hello, I was expecting to hear back with a time for my next visit, but I haven’t received anything yet. If there is still space early next week, I’d appreciate being added.",Appointment Scheduling,val,hard,0,patient,email_style_long,"The patient is asking to be placed into an available time slot, so Appointment Scheduling is the clearest route.",,appointment_scheduling_30_mixed.csv
row_0366,"Hi, I need to come back in soon and was hoping someone could tell me what might still be open later this week.",Appointment Scheduling,val,hard,0,patient,medium_realistic,"The main intent is to find an available time to be seen, so Appointment Scheduling is the best label.",,appointment_scheduling_30_mixed.csv
row_0367,"Hi, I’d like to come in sometime next Tuesday if there are any openings.",Appointment Scheduling,val,easy,0,patient,short_direct,,,appointment_scheduling_30_mixed.csv
row_0368,I’d like to arrange a follow-up with the clinic sometime later this week.,Appointment Scheduling,val,easy,0,patient,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0369,"Good afternoon, I help coordinate my father’s care and wanted to see what times might be available for him next week. Mornings would be better, but we can be somewhat flexible.",Appointment Scheduling,val,hard,0,caregiver,email_style_long,"The request is about finding and arranging an available visit time, so Appointment Scheduling is the best fit.",,appointment_scheduling_30_mixed.csv
row_0370,"Hello, I’m writing because I need to arrange a time to be seen again. I’m generally available after lunch, so I’d appreciate knowing what slots you still have.",Appointment Scheduling,val,easy,0,patient,email_style_long,,,appointment_scheduling_30_mixed.csv
row_0371,"I still haven’t gotten a confirmed day and time, and I really need to know when I can come in.",Appointment Scheduling,val,easy,0,patient,slightly_frustrated,,,appointment_scheduling_30_mixed.csv
row_0372,Please schedule me for the earliest time you have after 10 a.m.,Appointment Scheduling,val,easy,0,patient,short_direct,,,appointment_scheduling_30_mixed.csv
row_0373,"Hi, I need to get on the calendar for a clinic visit next month.",Appointment Scheduling,val,easy,0,patient,short_direct,,,appointment_scheduling_30_mixed.csv
row_0374,Can you reserve a spot for me on Monday morning?,Appointment Scheduling,val,easy,0,patient,short_direct,,,appointment_scheduling_30_mixed.csv
row_0375,"Hello, I need help moving ahead with the next visit and would prefer something later in the day if possible.",Appointment Scheduling,val,hard,0,patient,medium_realistic,"The patient is asking to arrange the next visit, which belongs under Appointment Scheduling.",,appointment_scheduling_30_mixed.csv
row_0376,Can I be seen this Friday afternoon if anything is still open?,Appointment Scheduling,val,easy,0,patient,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0377,Please put me down for any opening you have next Wednesday.,Appointment Scheduling,val,easy,0,patient,short_direct,,,appointment_scheduling_30_mixed.csv
row_0378,I’ve been waiting for a call back and still haven’t been given a time to come in. Can someone please help me get this scheduled?,Appointment Scheduling,val,easy,0,patient,slightly_frustrated,,,appointment_scheduling_30_mixed.csv
row_0379,Can someone help me figure out when I can be seen again? I’m trying to plan around work and need to know what my options are.,Appointment Scheduling,val,hard,0,patient,medium_realistic,"The core request is for available visit options, which is best routed to Appointment Scheduling.",,appointment_scheduling_30_mixed.csv
row_0380,Please book me for the next available morning opening.,Appointment Scheduling,val,easy,0,patient,short_direct,,,appointment_scheduling_30_mixed.csv
row_0381,"Good morning, I’m writing for my daughter because we need to arrange her next office visit. If possible, something after school would be easiest.",Appointment Scheduling,val,easy,0,caregiver,email_style_long,,,appointment_scheduling_30_mixed.csv
row_0382,"Good afternoon, I’m reaching out on behalf of my mother. We would like to arrange her next visit and would prefer something earlier in the day if possible.",Appointment Scheduling,val,easy,0,caregiver,email_style_long,,,appointment_scheduling_30_mixed.csv
row_0383,I need help choosing a time for my next visit and was wondering what afternoon openings are available.,Appointment Scheduling,val,easy,0,patient,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0384,"Hello, I would like help finding a time to come in during the first week of April. Tuesday or Thursday would work best for me.",Appointment Scheduling,val,easy,0,patient,email_style_long,,,appointment_scheduling_30_mixed.csv
row_0385,"I thought this had already been handled, but I still don’t have anything confirmed and I’m not sure why it’s taking this long.",Appointment Scheduling,val,hard,0,patient,slightly_frustrated,"Despite vague wording, the single best interpretation is that the patient needs an appointment time confirmed.",,appointment_scheduling_30_mixed.csv
row_0386,"I’m writing on behalf of my mother because we were told she should return, but we still haven’t been given a day or time and we’re not sure what happens next.",Appointment Scheduling,val,hard,0,caregiver,email_style_long,"Even with indirect wording, the request is to arrange a future visit, which fits Appointment Scheduling best.",,appointment_scheduling_30_mixed.csv
row_0387,I’m helping my grandmother with this and we’re just trying to pin down a time that works for her next check-in with the office.,Appointment Scheduling,val,hard,0,caregiver,medium_realistic,"The request is to find a workable time for the next visit, which should be routed to Appointment Scheduling.",,appointment_scheduling_30_mixed.csv
row_0388,I’m contacting you for my father because he needs a visit with the office next week.,Appointment Scheduling,val,easy,0,caregiver,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0389,I’m trying to line something up for my husband and wanted to ask if there are any openings before the weekend.,Appointment Scheduling,val,easy,0,caregiver,medium_realistic,,,appointment_scheduling_30_mixed.csv
row_0390,"Hello, I’m reaching out because I need to set up another visit with the office and would appreciate any options you have for early next month.",Appointment Scheduling,val,easy,0,patient,email_style_long,,,appointment_scheduling_30_mixed.csv
